,Token_ID,Token,Lemma,POS,POS_TAG,Dependency_Head,Dependency_Label,idx_sent,Negation_cue,next,prev,trigram,trigram_list,prev_bigram,prev_bigram_list,next_bigram,next_bigram_list,HECT,HECA
6445,13,round,round,VERB,VBP,12,ccomp,391,O,you,the,you round the,"['you', 'round', 'the']",you round,"['you', 'round']",round the,"['round', 'the']",0,0
6446,14,the,the,DET,DT,16,det,391,O,round,house,round the house,"['round', 'the', 'house']",round the,"['round', 'the']",the house,"['the', 'house']",0,0
6447,15,house,house,NOUN,NN,14,dobj,391,O,the,.,the house .,"['the', 'house', '.']",the house,"['the', 'house']",house .,"['house', '.']",0,0
6448,16,.,.,PUNCT,.,12,punct,391,O,house,"""","house . ""","['house', '.', '""']",house .,"['house', '.']",". ""","['.', '""']",0,0
6449,17,"""","""",PUNCT,'',12,punct,391,O,.,The,". "" The","['.', '""', 'The']",". ""","['.', '""']",""" The","['""', 'The']",0,0
6450,0,The,the,DET,DT,3,det,392,O,"""",various,""" The various","['""', 'The', 'various']",""" The","['""', 'The']",The various,"['The', 'various']",0,0
6451,1,various,various,ADJ,JJ,3,amod,392,O,The,bedrooms,The various bedrooms,"['The', 'various', 'bedrooms']",The various,"['The', 'various']",various bedrooms,"['various', 'bedrooms']",0,0
6452,2,bedrooms,bedroom,NOUN,NNS,7,nsubj,392,O,various,and,various bedrooms and,"['various', 'bedrooms', 'and']",various bedrooms,"['various', 'bedrooms']",bedrooms and,"['bedrooms', 'and']",0,0
6453,3,and,and,CCONJ,CC,3,cc,392,O,bedrooms,sitting-rooms,bedrooms and sitting-rooms,"['bedrooms', 'and', 'sitting-rooms']",bedrooms and,"['bedrooms', 'and']",and sitting-rooms,"['and', 'sitting-rooms']",0,0
6454,4,sitting-rooms,sitting-room,NOUN,NNS,3,conj,392,O,and,had,and sitting-rooms had,"['and', 'sitting-rooms', 'had']",and sitting-rooms,"['and', 'sitting-rooms']",sitting-rooms had,"['sitting-rooms', 'had']",0,0
6455,5,had,have,AUX,VBD,7,aux,392,O,sitting-rooms,yielded,sitting-rooms had yielded,"['sitting-rooms', 'had', 'yielded']",sitting-rooms had,"['sitting-rooms', 'had']",had yielded,"['had', 'yielded']",0,0
6456,6,yielded,yield,VERB,VBN,0,ROOT,392,O,had,nothing,had yielded nothing,"['had', 'yielded', 'nothing']",had yielded,"['had', 'yielded']",yielded nothing,"['yielded', 'nothing']",0,0
6457,7,nothing,nothing,PRON,NN,7,dobj,392,B-NEG,yielded,to,yielded nothing to,"['yielded', 'nothing', 'to']",yielded nothing,"['yielded', 'nothing']",nothing to,"['nothing', 'to']",1,1
6458,8,to,to,ADP,IN,7,prep,392,O,nothing,a,nothing to a,"['nothing', 'to', 'a']",nothing to,"['nothing', 'to']",to a,"['to', 'a']",0,0
6459,9,a,a,DET,DT,12,det,392,O,to,careful,to a careful,"['to', 'a', 'careful']",to a,"['to', 'a']",a careful,"['a', 'careful']",0,0
6460,10,careful,careful,ADJ,JJ,12,amod,392,O,a,search,a careful search,"['a', 'careful', 'search']",a careful,"['a', 'careful']",careful search,"['careful', 'search']",0,0
6461,11,search,search,NOUN,NN,9,pobj,392,O,careful,.,careful search .,"['careful', 'search', '.']",careful search,"['careful', 'search']",search .,"['search', '.']",0,0
6462,12,.,.,PUNCT,.,7,punct,392,O,search,Apparently,search . Apparently,"['search', '.', 'Apparently']",search .,"['search', '.']",. Apparently,"['.', 'Apparently']",0,0
6463,0,Apparently,apparently,ADV,RB,5,advmod,393,O,.,the,. Apparently the,"['.', 'Apparently', 'the']",. Apparently,"['.', 'Apparently']",Apparently the,"['Apparently', 'the']",0,0
6464,1,the,the,DET,DT,3,det,393,O,Apparently,tenants,Apparently the tenants,"['Apparently', 'the', 'tenants']",Apparently the,"['Apparently', 'the']",the tenants,"['the', 'tenants']",0,0
6465,2,tenants,tenant,NOUN,NNS,5,nsubj,393,O,the,had,the tenants had,"['the', 'tenants', 'had']",the tenants,"['the', 'tenants']",tenants had,"['tenants', 'had']",0,0
6466,3,had,have,AUX,VBD,5,aux,393,O,tenants,brought,tenants had brought,"['tenants', 'had', 'brought']",tenants had,"['tenants', 'had']",had brought,"['had', 'brought']",0,0
6467,4,brought,bring,VERB,VBN,0,ROOT,393,O,had,little,had brought little,"['had', 'brought', 'little']",had brought,"['had', 'brought']",brought little,"['brought', 'little']",0,0
6468,5,little,little,ADJ,JJ,5,dobj,393,O,brought,or,brought little or,"['brought', 'little', 'or']",brought little,"['brought', 'little']",little or,"['little', 'or']",0,0
6469,6,or,or,CCONJ,CC,6,cc,393,O,little,nothing,little or nothing,"['little', 'or', 'nothing']",little or,"['little', 'or']",or nothing,"['or', 'nothing']",0,0
6470,7,nothing,nothing,PRON,NN,6,conj,393,B-NEG,or,with,or nothing with,"['or', 'nothing', 'with']",or nothing,"['or', 'nothing']",nothing with,"['nothing', 'with']",1,1
6471,8,with,with,ADP,IN,5,prep,393,O,nothing,them,nothing with them,"['nothing', 'with', 'them']",nothing with,"['nothing', 'with']",with them,"['with', 'them']",0,0
6472,9,them,they,PRON,PRP,9,pobj,393,O,with,",","with them ,","['with', 'them', ',']",with them,"['with', 'them']","them ,","['them', ',']",0,0
6473,10,",",",",PUNCT,",",5,punct,393,O,them,and,"them , and","['them', ',', 'and']","them ,","['them', ',']",", and","[',', 'and']",0,0
6474,11,and,and,CCONJ,CC,5,cc,393,O,",",all,", and all","[',', 'and', 'all']",", and","[',', 'and']",and all,"['and', 'all']",0,0
6475,12,all,all,DET,PDT,15,predet,393,O,and,the,and all the,"['and', 'all', 'the']",and all,"['and', 'all']",all the,"['all', 'the']",0,0
6476,13,the,the,DET,DT,15,det,393,O,all,furniture,all the furniture,"['all', 'the', 'furniture']",all the,"['all', 'the']",the furniture,"['the', 'furniture']",0,0
6477,14,furniture,furniture,NOUN,NN,5,conj,393,O,the,down,the furniture down,"['the', 'furniture', 'down']",the furniture,"['the', 'furniture']",furniture down,"['furniture', 'down']",0,0
6478,15,down,down,ADV,RB,5,prt,393,O,furniture,to,furniture down to,"['furniture', 'down', 'to']",furniture down,"['furniture', 'down']",down to,"['down', 'to']",0,0
6479,16,to,to,ADP,IN,5,prep,393,O,down,the,down to the,"['down', 'to', 'the']",down to,"['down', 'to']",to the,"['to', 'the']",0,0
6480,17,the,the,DET,DT,20,det,393,O,to,smallest,to the smallest,"['to', 'the', 'smallest']",to the,"['to', 'the']",the smallest,"['the', 'smallest']",0,0
6481,18,smallest,small,ADJ,JJS,20,amod,393,O,the,details,the smallest details,"['the', 'smallest', 'details']",the smallest,"['the', 'smallest']",smallest details,"['smallest', 'details']",0,0
6482,19,details,detail,NOUN,NNS,17,pobj,393,O,smallest,had,smallest details had,"['smallest', 'details', 'had']",smallest details,"['smallest', 'details']",details had,"['details', 'had']",0,0
6483,20,had,have,AUX,VBD,23,aux,393,O,details,been,details had been,"['details', 'had', 'been']",details had,"['details', 'had']",had been,"['had', 'been']",0,0
6484,21,been,be,AUX,VBN,23,auxpass,393,O,had,taken,had been taken,"['had', 'been', 'taken']",had been,"['had', 'been']",been taken,"['been', 'taken']",0,0
6485,22,taken,take,VERB,VBN,5,advcl,393,O,been,over,been taken over,"['been', 'taken', 'over']",been taken,"['been', 'taken']",taken over,"['taken', 'over']",0,0
6486,23,over,over,ADP,RP,23,prt,393,O,taken,with,taken over with,"['taken', 'over', 'with']",taken over,"['taken', 'over']",over with,"['over', 'with']",0,0
6487,24,with,with,ADP,IN,23,prep,393,O,over,the,over with the,"['over', 'with', 'the']",over with,"['over', 'with']",with the,"['with', 'the']",0,0
6488,25,the,the,DET,DT,27,det,393,O,with,house,with the house,"['with', 'the', 'house']",with the,"['with', 'the']",the house,"['the', 'house']",0,0
6489,26,house,house,NOUN,NN,25,pobj,393,O,the,.,the house .,"['the', 'house', '.']",the house,"['the', 'house']",house .,"['house', '.']",0,0
6490,27,.,.,PUNCT,.,5,punct,393,O,house,A,house . A,"['house', '.', 'A']",house .,"['house', '.']",. A,"['.', 'A']",0,0
6491,0,A,a,DET,DT,3,det,394,O,.,good,. A good,"['.', 'A', 'good']",. A,"['.', 'A']",A good,"['A', 'good']",0,0
6492,1,good,good,ADJ,JJ,3,amod,394,O,A,deal,A good deal,"['A', 'good', 'deal']",A good,"['A', 'good']",good deal,"['good', 'deal']",0,0
6493,2,deal,deal,NOUN,NN,19,nsubjpass,394,O,good,of,good deal of,"['good', 'deal', 'of']",good deal,"['good', 'deal']",deal of,"['deal', 'of']",0,0
6494,3,of,of,ADP,IN,3,prep,394,O,deal,clothing,deal of clothing,"['deal', 'of', 'clothing']",deal of,"['deal', 'of']",of clothing,"['of', 'clothing']",0,0
6495,4,clothing,clothing,NOUN,NN,4,pobj,394,O,of,with,of clothing with,"['of', 'clothing', 'with']",of clothing,"['of', 'clothing']",clothing with,"['clothing', 'with']",0,0
6496,5,with,with,ADP,IN,3,prep,394,O,clothing,the,clothing with the,"['clothing', 'with', 'the']",clothing with,"['clothing', 'with']",with the,"['with', 'the']",0,0
6497,6,the,the,DET,DT,8,det,394,O,with,stamp,with the stamp,"['with', 'the', 'stamp']",with the,"['with', 'the']",the stamp,"['the', 'stamp']",0,0
6498,7,stamp,stamp,NOUN,NN,6,pobj,394,O,the,of,the stamp of,"['the', 'stamp', 'of']",the stamp,"['the', 'stamp']",stamp of,"['stamp', 'of']",0,0
6499,8,of,of,ADP,IN,8,prep,394,O,stamp,Marx,stamp of Marx,"['stamp', 'of', 'Marx']",stamp of,"['stamp', 'of']",of Marx,"['of', 'Marx']",0,0
6500,9,Marx,Marx,PROPN,NNP,9,pobj,394,O,of,and,of Marx and,"['of', 'Marx', 'and']",of Marx,"['of', 'Marx']",Marx and,"['Marx', 'and']",0,0
6501,10,and,and,CCONJ,CC,10,cc,394,O,Marx,Co.,Marx and Co.,"['Marx', 'and', 'Co.']",Marx and,"['Marx', 'and']",and Co.,"['and', 'Co.']",0,0
6502,11,Co.,Co.,PROPN,NNP,10,conj,394,O,and,",","and Co. ,","['and', 'Co.', ',']",and Co.,"['and', 'Co.']","Co. ,","['Co.', ',']",0,0
6503,12,",",",",PUNCT,",",10,punct,394,O,Co.,High,"Co. , High","['Co.', ',', 'High']","Co. ,","['Co.', ',']",", High","[',', 'High']",0,0
6504,13,High,High,PROPN,NNP,15,compound,394,O,",",Holborn,", High Holborn","[',', 'High', 'Holborn']",", High","[',', 'High']",High Holborn,"['High', 'Holborn']",0,0
6505,14,Holborn,Holborn,PROPN,NNP,10,appos,394,O,High,",","High Holborn ,","['High', 'Holborn', ',']",High Holborn,"['High', 'Holborn']","Holborn ,","['Holborn', ',']",0,0
6506,15,",",",",PUNCT,",",19,punct,394,O,Holborn,had,"Holborn , had","['Holborn', ',', 'had']","Holborn ,","['Holborn', ',']",", had","[',', 'had']",0,0
6507,16,had,have,AUX,VBD,19,aux,394,O,",",been,", had been","[',', 'had', 'been']",", had","[',', 'had']",had been,"['had', 'been']",0,0
6508,17,been,be,AUX,VBN,19,auxpass,394,O,had,left,had been left,"['had', 'been', 'left']",had been,"['had', 'been']",been left,"['been', 'left']",0,0
6509,18,left,leave,VERB,VBN,0,ROOT,394,O,been,behind,been left behind,"['been', 'left', 'behind']",been left,"['been', 'left']",left behind,"['left', 'behind']",0,0
6510,19,behind,behind,ADV,RB,19,advmod,394,O,left,.,left behind .,"['left', 'behind', '.']",left behind,"['left', 'behind']",behind .,"['behind', '.']",0,0
6511,20,.,.,PUNCT,.,19,punct,394,O,behind,Telegraphic,behind . Telegraphic,"['behind', '.', 'Telegraphic']",behind .,"['behind', '.']",. Telegraphic,"['.', 'Telegraphic']",0,0
6512,0,Telegraphic,telegraphic,ADJ,JJ,2,amod,395,O,.,inquiries,. Telegraphic inquiries,"['.', 'Telegraphic', 'inquiries']",. Telegraphic,"['.', 'Telegraphic']",Telegraphic inquiries,"['Telegraphic', 'inquiries']",0,0
6513,1,inquiries,inquiry,NOUN,NNS,6,nsubjpass,395,O,Telegraphic,had,Telegraphic inquiries had,"['Telegraphic', 'inquiries', 'had']",Telegraphic inquiries,"['Telegraphic', 'inquiries']",inquiries had,"['inquiries', 'had']",0,0
6514,2,had,have,AUX,VBD,6,aux,395,O,inquiries,been,inquiries had been,"['inquiries', 'had', 'been']",inquiries had,"['inquiries', 'had']",had been,"['had', 'been']",0,0
6515,3,been,be,AUX,VBN,6,auxpass,395,O,had,already,had been already,"['had', 'been', 'already']",had been,"['had', 'been']",been already,"['been', 'already']",0,0
6516,4,already,already,ADV,RB,6,advmod,395,O,been,made,been already made,"['been', 'already', 'made']",been already,"['been', 'already']",already made,"['already', 'made']",0,0
6517,5,made,make,VERB,VBN,0,ROOT,395,O,already,which,already made which,"['already', 'made', 'which']",already made,"['already', 'made']",made which,"['made', 'which']",0,0
6518,6,which,which,PRON,WDT,8,nsubj,395,O,made,showed,made which showed,"['made', 'which', 'showed']",made which,"['made', 'which']",which showed,"['which', 'showed']",0,0
6519,7,showed,show,VERB,VBD,2,relcl,395,O,which,that,which showed that,"['which', 'showed', 'that']",which showed,"['which', 'showed']",showed that,"['showed', 'that']",0,0
6520,8,that,that,SCONJ,IN,11,mark,395,O,showed,Marx,showed that Marx,"['showed', 'that', 'Marx']",showed that,"['showed', 'that']",that Marx,"['that', 'Marx']",0,0
6521,9,Marx,Marx,PROPN,NNP,11,nsubj,395,O,that,knew,that Marx knew,"['that', 'Marx', 'knew']",that Marx,"['that', 'Marx']",Marx knew,"['Marx', 'knew']",0,0
6522,10,knew,know,VERB,VBD,8,ccomp,395,O,Marx,nothing,Marx knew nothing,"['Marx', 'knew', 'nothing']",Marx knew,"['Marx', 'knew']",knew nothing,"['knew', 'nothing']",0,0
6523,11,nothing,nothing,PRON,NN,11,dobj,395,B-NEG,knew,of,knew nothing of,"['knew', 'nothing', 'of']",knew nothing,"['knew', 'nothing']",nothing of,"['nothing', 'of']",1,1
6524,12,of,of,ADP,IN,12,prep,395,O,nothing,his,nothing of his,"['nothing', 'of', 'his']",nothing of,"['nothing', 'of']",of his,"['of', 'his']",0,0
6525,13,his,his,PRON,PRP$,15,poss,395,O,of,customer,of his customer,"['of', 'his', 'customer']",of his,"['of', 'his']",his customer,"['his', 'customer']",0,0
6526,14,customer,customer,NOUN,NN,13,pobj,395,O,his,save,his customer save,"['his', 'customer', 'save']",his customer,"['his', 'customer']",customer save,"['customer', 'save']",0,0
6527,15,save,save,VERB,VB,11,ccomp,395,O,customer,that,customer save that,"['customer', 'save', 'that']",customer save,"['customer', 'save']",save that,"['save', 'that']",0,0
6528,16,that,that,SCONJ,IN,19,mark,395,O,save,he,save that he,"['save', 'that', 'he']",save that,"['save', 'that']",that he,"['that', 'he']",0,0
6529,17,he,he,PRON,PRP,19,nsubj,395,O,that,was,that he was,"['that', 'he', 'was']",that he,"['that', 'he']",he was,"['he', 'was']",0,0
6530,18,was,be,AUX,VBD,16,ccomp,395,O,he,a,he was a,"['he', 'was', 'a']",he was,"['he', 'was']",was a,"['was', 'a']",0,0
6531,19,a,a,DET,DT,22,det,395,O,was,good,was a good,"['was', 'a', 'good']",was a,"['was', 'a']",a good,"['a', 'good']",0,0
6532,20,good,good,ADJ,JJ,22,amod,395,O,a,payer,a good payer,"['a', 'good', 'payer']",a good,"['a', 'good']",good payer,"['good', 'payer']",0,0
6533,21,payer,payer,NOUN,NN,19,attr,395,O,good,.,good payer .,"['good', 'payer', '.']",good payer,"['good', 'payer']",payer .,"['payer', '.']",0,0
6534,22,.,.,PUNCT,.,6,punct,395,O,payer,Odds,payer . Odds,"['payer', '.', 'Odds']",payer .,"['payer', '.']",. Odds,"['.', 'Odds']",0,0
6535,0,Odds,odd,NOUN,NNS,26,nsubj,396,O,.,and,. Odds and,"['.', 'Odds', 'and']",. Odds,"['.', 'Odds']",Odds and,"['Odds', 'and']",0,0
6536,1,and,and,CCONJ,CC,1,cc,396,O,Odds,ends,Odds and ends,"['Odds', 'and', 'ends']",Odds and,"['Odds', 'and']",and ends,"['and', 'ends']",0,0
6537,2,ends,end,NOUN,NNS,1,conj,396,O,and,",","and ends ,","['and', 'ends', ',']",and ends,"['and', 'ends']","ends ,","['ends', ',']",0,0
6538,3,",",",",PUNCT,",",1,punct,396,O,ends,some,"ends , some","['ends', ',', 'some']","ends ,","['ends', ',']",", some","[',', 'some']",0,0
6539,4,some,some,DET,DT,6,det,396,O,",",pipes,", some pipes","[',', 'some', 'pipes']",", some","[',', 'some']",some pipes,"['some', 'pipes']",0,0
6540,5,pipes,pipe,NOUN,NNS,1,appos,396,O,some,",","some pipes ,","['some', 'pipes', ',']",some pipes,"['some', 'pipes']","pipes ,","['pipes', ',']",0,0
6541,6,",",",",PUNCT,",",6,punct,396,O,pipes,a,"pipes , a","['pipes', ',', 'a']","pipes ,","['pipes', ',']",", a","[',', 'a']",0,0
6542,7,a,a,DET,DT,10,det,396,O,",",few,", a few","[',', 'a', 'few']",", a","[',', 'a']",a few,"['a', 'few']",0,0
6543,8,few,few,ADJ,JJ,10,amod,396,O,a,novels,a few novels,"['a', 'few', 'novels']",a few,"['a', 'few']",few novels,"['few', 'novels']",0,0
6544,9,novels,novel,NOUN,NNS,6,conj,396,O,few,",","few novels ,","['few', 'novels', ',']",few novels,"['few', 'novels']","novels ,","['novels', ',']",0,0
6545,10,",",",",PUNCT,",",10,punct,396,O,novels,two,"novels , two","['novels', ',', 'two']","novels ,","['novels', ',']",", two","[',', 'two']",0,0
6546,11,two,two,NUM,CD,1,appos,396,O,",",of,", two of","[',', 'two', 'of']",", two","[',', 'two']",two of,"['two', 'of']",0,0
6547,12,of,of,ADP,IN,12,prep,396,O,two,them,two of them,"['two', 'of', 'them']",two of,"['two', 'of']",of them,"['of', 'them']",0,0
6548,13,them,they,PRON,PRP,13,pobj,396,O,of,in,of them in,"['of', 'them', 'in']",of them,"['of', 'them']",them in,"['them', 'in']",0,0
6549,14,in,in,ADP,IN,12,prep,396,O,them,Spanish,them in Spanish,"['them', 'in', 'Spanish']",them in,"['them', 'in']",in Spanish,"['in', 'Spanish']",0,0
6550,15,Spanish,Spanish,PROPN,NNP,15,pobj,396,O,in,",","in Spanish ,","['in', 'Spanish', ',']",in Spanish,"['in', 'Spanish']","Spanish ,","['Spanish', ',']",0,0
6551,16,",",",",PUNCT,",",12,punct,396,O,Spanish,an,"Spanish , an","['Spanish', ',', 'an']","Spanish ,","['Spanish', ',']",", an","[',', 'an']",0,0
6552,17,an,an,DET,DT,20,det,396,O,",",old-fashioned,", an old-fashioned","[',', 'an', 'old-fashioned']",", an","[',', 'an']",an old-fashioned,"['an', 'old-fashioned']",0,0
6553,18,old-fashioned,old-fashioned,ADJ,JJ,20,amod,396,O,an,pinfire,an old-fashioned pinfire,"['an', 'old-fashioned', 'pinfire']",an old-fashioned,"['an', 'old-fashioned']",old-fashioned pinfire,"['old-fashioned', 'pinfire']",0,0
6554,19,pinfire,pinfire,NOUN,NN,21,compound,396,O,old-fashioned,revolver,old-fashioned pinfire revolver,"['old-fashioned', 'pinfire', 'revolver']",old-fashioned pinfire,"['old-fashioned', 'pinfire']",pinfire revolver,"['pinfire', 'revolver']",0,0
6555,20,revolver,revolver,NOUN,NN,12,conj,396,O,pinfire,",","pinfire revolver ,","['pinfire', 'revolver', ',']",pinfire revolver,"['pinfire', 'revolver']","revolver ,","['revolver', ',']",0,0
6556,21,",",",",PUNCT,",",21,punct,396,O,revolver,and,"revolver , and","['revolver', ',', 'and']","revolver ,","['revolver', ',']",", and","[',', 'and']",0,0
6557,22,and,and,CCONJ,CC,21,cc,396,O,",",a,", and a","[',', 'and', 'a']",", and","[',', 'and']",and a,"['and', 'a']",0,0
6558,23,a,a,DET,DT,25,det,396,O,and,guitar,and a guitar,"['and', 'a', 'guitar']",and a,"['and', 'a']",a guitar,"['a', 'guitar']",0,0
6559,24,guitar,guitar,NOUN,NN,26,nsubj,396,O,a,were,a guitar were,"['a', 'guitar', 'were']",a guitar,"['a', 'guitar']",guitar were,"['guitar', 'were']",0,0
6560,25,were,be,AUX,VBD,0,ROOT,396,O,guitar,among,guitar were among,"['guitar', 'were', 'among']",guitar were,"['guitar', 'were']",were among,"['were', 'among']",0,0
6561,26,among,among,ADP,IN,26,prep,396,O,were,the,were among the,"['were', 'among', 'the']",were among,"['were', 'among']",among the,"['among', 'the']",0,0
6562,27,the,the,DET,DT,30,det,396,O,among,personal,among the personal,"['among', 'the', 'personal']",among the,"['among', 'the']",the personal,"['the', 'personal']",0,0
6563,28,personal,personal,ADJ,JJ,30,amod,396,O,the,property,the personal property,"['the', 'personal', 'property']",the personal,"['the', 'personal']",personal property,"['personal', 'property']",0,0
6564,29,property,property,NOUN,NN,27,pobj,396,O,personal,.,personal property .,"['personal', 'property', '.']",personal property,"['personal', 'property']",property .,"['property', '.']",0,0
6565,30,.,.,PUNCT,.,26,punct,396,O,property,"""","property . ""","['property', '.', '""']",property .,"['property', '.']",". ""","['.', '""']",0,0
6566,0,"""","""",PUNCT,``,8,punct,397,O,.,Nothing,". "" Nothing","['.', '""', 'Nothing']",". ""","['.', '""']",""" Nothing","['""', 'Nothing']",0,0
6567,1,Nothing,nothing,PRON,NN,8,nsubj,397,B-NEG,"""",in,""" Nothing in","['""', 'Nothing', 'in']",""" Nothing","['""', 'Nothing']",Nothing in,"['Nothing', 'in']",1,1
6568,2,in,in,ADP,IN,2,prep,397,O,Nothing,all,Nothing in all,"['Nothing', 'in', 'all']",Nothing in,"['Nothing', 'in']",in all,"['in', 'all']",0,0
6569,3,all,all,DET,PDT,5,predet,397,O,in,this,in all this,"['in', 'all', 'this']",in all,"['in', 'all']",all this,"['all', 'this']",0,0
6570,4,this,this,PRON,DT,3,pobj,397,O,all,",","all this ,","['all', 'this', ',']",all this,"['all', 'this']","this ,","['this', ',']",0,0
6571,5,",",",",PUNCT,",",8,punct,397,O,this,"""","this , ""","['this', ',', '""']","this ,","['this', ',']",", ""","[',', '""']",0,0
6572,6,"""","""",PUNCT,'',8,punct,397,O,",",said,", "" said","[',', '""', 'said']",", ""","[',', '""']",""" said","['""', 'said']",0,0
6573,7,said,say,VERB,VBD,0,ROOT,397,O,"""",Baynes,""" said Baynes","['""', 'said', 'Baynes']",""" said","['""', 'said']",said Baynes,"['said', 'Baynes']",0,0
6574,8,Baynes,Baynes,PROPN,NNP,8,nsubj,397,O,said,",","said Baynes ,","['said', 'Baynes', ',']",said Baynes,"['said', 'Baynes']","Baynes ,","['Baynes', ',']",0,0
6575,9,",",",",PUNCT,",",8,punct,397,O,Baynes,stalking,"Baynes , stalking","['Baynes', ',', 'stalking']","Baynes ,","['Baynes', ',']",", stalking","[',', 'stalking']",0,0
6576,10,stalking,stalk,VERB,VBG,8,advcl,397,O,",",",",", stalking ,","[',', 'stalking', ',']",", stalking","[',', 'stalking']","stalking ,","['stalking', ',']",0,0
6577,11,",",",",PUNCT,",",11,punct,397,O,stalking,candle,"stalking , candle","['stalking', ',', 'candle']","stalking ,","['stalking', ',']",", candle","[',', 'candle']",0,0
6578,12,candle,candle,NOUN,NN,11,conj,397,O,",",in,", candle in","[',', 'candle', 'in']",", candle","[',', 'candle']",candle in,"['candle', 'in']",0,0
6579,13,in,in,ADP,IN,13,prep,397,O,candle,hand,candle in hand,"['candle', 'in', 'hand']",candle in,"['candle', 'in']",in hand,"['in', 'hand']",0,0
6580,14,hand,hand,NOUN,NN,14,pobj,397,O,in,",","in hand ,","['in', 'hand', ',']",in hand,"['in', 'hand']","hand ,","['hand', ',']",0,0
6581,15,",",",",PUNCT,",",13,punct,397,O,hand,from,"hand , from","['hand', ',', 'from']","hand ,","['hand', ',']",", from","[',', 'from']",0,0
6582,16,from,from,ADP,IN,11,prep,397,O,",",room,", from room","[',', 'from', 'room']",", from","[',', 'from']",from room,"['from', 'room']",0,0
6583,17,room,room,NOUN,NN,17,pobj,397,O,from,to,from room to,"['from', 'room', 'to']",from room,"['from', 'room']",room to,"['room', 'to']",0,0
6584,18,to,to,ADP,IN,18,prep,397,O,room,room,room to room,"['room', 'to', 'room']",room to,"['room', 'to']",to room,"['to', 'room']",0,0
6585,19,room,room,NOUN,NN,19,pobj,397,O,to,.,to room .,"['to', 'room', '.']",to room,"['to', 'room']",room .,"['room', '.']",0,0
6586,20,.,.,PUNCT,.,8,punct,397,O,room,"""","room . ""","['room', '.', '""']",room .,"['room', '.']",". ""","['.', '""']",0,0
6587,0,"""","""",PUNCT,``,9,punct,398,O,.,But,". "" But","['.', '""', 'But']",". ""","['.', '""']",""" But","['""', 'But']",0,0
6588,1,But,but,CCONJ,CC,9,cc,398,O,"""",now,""" But now","['""', 'But', 'now']",""" But","['""', 'But']",But now,"['But', 'now']",0,0
6589,2,now,now,ADV,RB,9,advmod,398,O,But,",","But now ,","['But', 'now', ',']",But now,"['But', 'now']","now ,","['now', ',']",0,0
6590,3,",",",",PUNCT,",",9,punct,398,O,now,Mr.,"now , Mr.","['now', ',', 'Mr.']","now ,","['now', ',']",", Mr.","[',', 'Mr.']",0,0
6591,4,Mr.,Mr.,PROPN,NNP,6,compound,398,O,",",Holmes,", Mr. Holmes","[',', 'Mr.', 'Holmes']",", Mr.","[',', 'Mr.']",Mr. Holmes,"['Mr.', 'Holmes']",0,0
6592,5,Holmes,Holmes,PROPN,NNP,9,npadvmod,398,O,Mr.,",","Mr. Holmes ,","['Mr.', 'Holmes', ',']",Mr. Holmes,"['Mr.', 'Holmes']","Holmes ,","['Holmes', ',']",0,0
6593,6,",",",",PUNCT,",",9,punct,398,O,Holmes,I,"Holmes , I","['Holmes', ',', 'I']","Holmes ,","['Holmes', ',']",", I","[',', 'I']",0,0
6594,7,I,I,PRON,PRP,9,nsubj,398,O,",",invite,", I invite","[',', 'I', 'invite']",", I","[',', 'I']",I invite,"['I', 'invite']",0,0
6595,8,invite,invite,VERB,VBP,0,ROOT,398,O,I,your,I invite your,"['I', 'invite', 'your']",I invite,"['I', 'invite']",invite your,"['invite', 'your']",0,0
6596,9,your,your,PRON,PRP$,11,poss,398,O,invite,attention,invite your attention,"['invite', 'your', 'attention']",invite your,"['invite', 'your']",your attention,"['your', 'attention']",0,0
6597,10,attention,attention,NOUN,NN,9,dobj,398,O,your,to,your attention to,"['your', 'attention', 'to']",your attention,"['your', 'attention']",attention to,"['attention', 'to']",0,0
6598,11,to,to,ADP,IN,9,prep,398,O,attention,the,attention to the,"['attention', 'to', 'the']",attention to,"['attention', 'to']",to the,"['to', 'the']",0,0
6599,12,the,the,DET,DT,14,det,398,O,to,kitchen,to the kitchen,"['to', 'the', 'kitchen']",to the,"['to', 'the']",the kitchen,"['the', 'kitchen']",0,0
6600,13,kitchen,kitchen,NOUN,NN,12,pobj,398,O,the,.,the kitchen .,"['the', 'kitchen', '.']",the kitchen,"['the', 'kitchen']",kitchen .,"['kitchen', '.']",0,0
6601,14,.,.,PUNCT,.,9,punct,398,O,kitchen,"""","kitchen . ""","['kitchen', '.', '""']",kitchen .,"['kitchen', '.']",". ""","['.', '""']",0,0
6602,15,"""","""",PUNCT,'',9,punct,398,O,.,It,". "" It","['.', '""', 'It']",". ""","['.', '""']",""" It","['""', 'It']",0,0
6603,0,It,it,PRON,PRP,2,nsubj,399,O,"""",was,""" It was","['""', 'It', 'was']",""" It","['""', 'It']",It was,"['It', 'was']",0,0
6604,1,was,be,AUX,VBD,0,ROOT,399,O,It,a,It was a,"['It', 'was', 'a']",It was,"['It', 'was']",was a,"['was', 'a']",0,0
6605,2,a,a,DET,DT,7,det,399,O,was,gloomy,was a gloomy,"['was', 'a', 'gloomy']",was a,"['was', 'a']",a gloomy,"['a', 'gloomy']",0,0
